Time,Open,High,Low,Close,Volume,Count,Wap
20140926,110.28,111.22,110.2,111.03,75033,23013,110.739
20140929,110.5,111.35,109.71,110.97,77916,27086,110.64
20140930,111.47,111.54,109.04,109.18,123542,37967,110.107
20141001,109.35,109.43,107.43,107.9,204812,55246,108.288
20141002,107.71,109.27,106.94,108.85,158437,47539,108.158
20141003,109.33,110.31,109.08,109.6,105481,29907,109.835
20141006,110,110.12,108.42,108.75,103415,32274,109.19
20141007,108.31,108.5,106.69,106.91,97593,35927,107.746
20141008,106.92,109.09,105.76,108.9,148911,42654,107.522
20141009,109.5,109.66,105.71,105.8,162090,54836,107.056
20141010,106.03,106.89,104.37,104.69,178900,58307,105.568
20141013,104.42,106.11,103.86,104.53,184756,53438,104.831
20141014,104.8,106.99,104.64,106.1,160682,50420,105.797
20141015,105.6,107,103.54,106.24,319262,89248,105.114
20141016,106.48,108.57,104.52,108,231799,75505,107.199
20141017,108.6,109.21,107.04,107.43,163978,52170,108.122
20141020,106.87,109.32,106.72,109.14,88538,30157,108.197
20141021,108.96,110.7,108.96,110.59,106273,35244,110.062
20141022,110.63,111.06,108.8,109.09,116667,39936,109.999
20141023,109.49,111.58,109.36,111.05,142191,36097,110.754
20141024,110.5,111.32,110.37,111.11,85937,26200,110.839
20141027,111,111.4,109.51,111.12,71522,22969,110.422
20141028,111.51,114.41,111.3,113.84,170631,40008,113.32
20141029,114.3,114.89,112.99,113.79,146501,39740,113.815
20141030,114,115.38,112.58,114.94,127066,29008,114.324
20141031,115.47,117.13,115.47,116.43,127910,31510,116.441
20141103,116.46,117.37,115.9,116.15,99256,26608,116.566
20141104,116.31,116.5,115.29,115.82,75165,21569,115.823
20141105,116.4,116.78,115.55,116.05,73246,21507,116.141
20141106,115.9,116.69,115.56,116.65,85369,20046,116.196
20141107,116.9,116.95,115.7,116.54,62470,19305,116.304
20141110,116.54,117.32,116.46,117.19,76842,19498,116.96
20141111,117.48,117.49,116.87,117.08,39034,9678,117.228
20141112,116.87,118.08,116.46,117.81,87167,16975,117.666
20141113,118.14,118.45,116.62,116.8,57086,18336,117.296
20141114,116.9,117.2,116.37,116.75,80448,14470,116.733
20141117,116.45,116.93,115.68,115.9,54498,17756,116.113
20141118,116.11,117.12,116.11,116.25,61458,20495,116.561
20141119,116.06,116.27,114.37,115.18,93929,23882,115.243
20141120,114.7,116.48,114.46,116.43,48042,15285,115.842
20141121,117.01,118.32,116.17,116.55,88474,24695,117.008
20141124,116.75,118.04,116.67,117.92,51873,14118,117.624
20141125,118.2,118.78,117.53,118.09,54517,16863,118.053
20141126,118.06,118.67,117.84,118.61,37187,10468,118.262
20141128,118.03,118.71,116.16,116.72,54319,12410,117.432
20141201,116,116.5,114.7,114.87,85160,25584,115.332
20141202,115.18,116.64,114.98,116.26,76593,17884,116.1
20141203,116.32,117.7,116.02,117.41,52150,14725,117.188
20141204,117.4,117.46,116.22,116.89,55202,17407,116.812
20141205,117.07,117.98,116.81,117.7,60240,17309,117.556
20141208,117.3,118.36,115.85,116.24,76481,19482,116.911
20141209,115.8,118.27,114.75,118.17,93742,30622,116.744
20141210,117.9,118.15,115.57,115.81,99018,31426,116.72
20141211,116.05,117.67,115.25,115.65,88391,27216,116.809
20141212,115.61,115.99,114.16,114.55,114295,32596,115.091
20141215,114.98,115.73,113.16,113.72,200844,44510,113.972
20141216,114.22,115.33,112.75,113.79,124917,40900,114.059
20141217,113.85,117.04,113.33,116.95,169859,51181,115.538
20141218,117.18,118.99,117.18,118.91,128547,36271,118.29
20141219,119.05,119.48,118.15,118.95,89304,26830,118.839
20141222,119.36,119.82,118.81,119.67,59224,19347,119.332
20141223,119.97,120.56,119.45,119.85,69549,21657,119.96
20141224,119.65,120.07,119.27,119.75,42127,10517,119.815
20141226,119.81,120.83,119.81,120.7,48286,14324,120.545
20141229,120.39,121.38,120.39,121.17,50526,13529,121.037
20141230,120.88,121.24,120.28,120.49,46785,14507,120.714
20141231,120.65,121.4,119.35,119.68,91221,25322,120.329
20150102,119.81,120.56,117.89,118.93,131414,34053,119.024
20150105,118.46,118.71,116.79,117.5,108942,36439,117.761
20150106,117.45,117.77,114.36,115.55,133341,40867,115.61
20150107,115.65,116.78,115.49,116.76,85645,28769,116.155
20150108,117.15,118.85,117.15,118.65,73242,24788,118.435
20150109,118.5,119.04,117.31,117.59,59389,21402,118.013
20150112,118.15,118.15,116.23,117.35,83960,19720,117.113
20150113,117.48,119.39,115.83,117.37,130384,41620,117.714
20150114,116.15,117.52,115.56,117.17,94552,34221,116.452
20150115,117.43,117.56,113.94,114,113782,39459,115.267
20150116,113.77,116.94,113.77,116.57,84693,29697,115.886
20150120,117.42,117.42,115.16,116.22,101276,28649,116.065
20150121,116.23,116.82,115.29,115.84,58421,22411,116.027
20150122,116.4,118.39,115.1,118.25,80514,25674,117.235
20150123,118.54,118.84,117.56,117.99,57502,20361,118.185
20150126,117.65,119.43,117.07,119.42,54283,17040,118.524
20150127,119.19,119.45,117.63,119.12,64890,23112,118.497
20150128,119.66,119.66,116.32,116.85,63038,23999,117.581
20150129,116.94,118.87,116.1,118.87,74689,27441,117.219
20150130,117.92,117.96,115.6,115.74,102384,35710,116.448
20150202,116.1,116.95,114.38,116.63,93524,35285,115.785
20150203,117.04,119,116.97,118.63,85461,25285,118.427
20150204,118.86,119.24,117.66,118.12,68732,23686,118.515
20150205,118.95,120.25,118.56,119.72,80452,23061,119.695
20150206,119.8,120.82,119.35,119.91,73733,23893,120.008
20150209,119.51,120.22,118.73,119.02,80712,15887,119.085
20150210,119.14,119.93,118.11,119.4,62262,20729,119.077
20150211,119.21,120.34,118.62,119.56,45229,18053,119.38
20150212,120.37,120.92,119.84,120.65,58256,19527,120.571
20150213,121.02,121.69,120.65,121.55,46213,17131,121.287
20150217,121.57,122.05,121.26,121.75,30729,11192,121.681
20150218,121.7,122.05,121.14,122.01,30908,11227,121.678
20150219,122.13,122.37,121.54,122.18,30674,11150,122.056
20150220,122.27,122.52,120.9,122.29,57644,19607,121.9
20150223,121.9,122.64,121.27,122.48,33864,11649,121.997
20150224,122.49,123.05,122.19,122.64,41063,14926,122.53
20150225,122.37,123.04,122.23,122.8,36424,12781,122.701
20150226,122.95,123.3,122.33,123.15,50322,14677,123.028
20150227,122.95,123.36,122.55,122.8,52328,13894,122.903
20150302,123.24,123.77,122.44,123.34,64747,16259,123.282
20150303,123.1,123.25,122.26,122.41,49526,13298,122.69
20150304,122.2,122.61,121.62,122.26,43007,13485,122.203
20150305,122.48,122.92,121.91,122.7,37895,11607,122.58
20150306,122.61,122.99,120.88,121.3,66177,21150,121.459
20150309,121.25,121.91,121.13,121.68,43738,12294,121.588
20150310,121.14,121.14,119.84,120.36,60103,20174,120.274
20150311,120.65,121.66,119.89,121.23,47251,16347,120.611
20150312,121.2,123.25,121.2,123.23,70997,19151,122.589
20150313,123.06,123.23,121.21,122.6,61796,21375,122.331
20150316,123.27,123.57,122.88,123.2,42436,15749,123.273
20150317,123.21,123.78,122.77,123.66,46689,17274,123.286
20150318,123.19,125.12,122.86,124.81,72764,24620,124.1
20150319,124.31,125.08,124.12,124.97,59434,15419,124.733
20150320,125.14,126.16,125.14,126.03,79336,19610,125.876
20150323,125.65,126.31,125.65,125.81,38347,10773,126.019
20150324,125.92,126.31,125.64,126.06,47889,11008,125.909
20150325,125.41,125.63,122.38,122.68,97276,27026,123.39
20150326,121.89,122.91,121.53,122.3,51095,17775,122.164
20150327,122.22,123.23,121.69,123.04,50737,15375,122.821
20150330,123.53,124.99,123.53,124.61,54444,16566,124.569
20150331,124.24,124.71,123.85,124.25,37362,11132,124.326
20150401,124.01,124.59,122.9,124.07,79095,22975,123.911
20150402,123.96,125.26,123.93,124.58,43427,14519,124.76
20150406,123.7,125.47,123.44,125.04,43858,14567,125.043
20150407,124.94,125.5,124.18,124.23,42820,13017,124.843
20150408,124.36,125.65,124.25,125.52,46225,15451,125.142
20150409,125.47,125.73,123.78,125.16,48365,18662,124.757
20150410,125.74,125.79,125.22,125.69,37327,10652,125.57
20150413,125.5,126.39,125.5,125.7,39801,12801,125.921
20150414,125.45,126.08,124.78,125.8,37897,13303,125.536
20150415,126.24,127.13,125.92,126.72,75189,17913,126.61
20150416,126.29,126.75,126.18,126.45,32727,11351,126.491
20150417,126.05,126.05,123.83,124.42,86707,29004,124.513
20150420,124.98,125.95,124.84,125.51,59028,11406,125.552
20150421,126.26,126.26,125.4,125.48,27235,10310,125.703
20150422,125.19,125.88,124.4,125.52,39927,15168,125.395
20150423,125.48,126.53,125.27,126.28,41451,12487,126.112
20150424,126.35,126.46,125.69,125.81,30023,10610,125.985
20150427,126.1,126.9,124.04,124.57,61889,21367,125.07
20150428,124.1,125.4,123.26,125.25,72153,24160,124.689
20150429,124.97,125.16,123.38,123.62,53666,20639,124.177
20150430,123.19,123.44,120.66,121.55,110177,35145,121.914
20150501,121.84,122.15,120.91,121.95,70215,22135,121.72
20150504,122.06,123.35,121.8,122.31,63225,23729,122.632
20150505,122.07,122.62,120.28,120.9,93719,30864,120.992
20150506,121.2,121.49,120.24,121.25,68652,22877,120.895
20150507,121.15,122.23,120.31,121.97,44310,16574,121.513
20150508,122.22,123.24,122.22,122.46,56547,17188,122.778
20150511,122.45,123.66,122.45,122.65,59962,19062,123.008
20150512,122.3,122.95,120.87,122.75,68961,22262,122.074
20150513,123.23,123.23,122,122.56,72571,12671,122.523
20150514,122.82,124,122.46,123.71,39854,11070,123.478
20150515,124,124,122.94,123.66,43148,14450,123.427
20150518,123.54,125.15,123.18,125.05,46703,14795,124.495
20150519,125.26,125.37,124.31,124.8,47590,12144,124.782
20150520,125.05,125.46,124.35,124.9,33919,14688,124.932
20150521,124.9,125.47,124.48,124.85,30844,10080,124.99
20150522,124.9,125.24,124,124.4,34609,10477,124.604
20150526,124.05,124.15,122.52,123.3,67041,20668,123.151
20150527,123.6,124.87,122.82,124.67,55831,18247,123.925
20150528,124.59,124.8,123.78,124.73,49106,12716,124.427
20150529,124.91,124.91,123.32,123.91,50028,18070,124.11
20150601,124.29,124.92,123.03,124.39,62727.08,25383,124.14
20150602,124.11,125.31,123.01,124.5,63266.64,16065,124.475
20150603,124.7,125.97,124.42,125.97,53442.2,18089,125.476
20150604,125.54,125.61,124.08,124.65,42288.13,16003,124.748
20150605,124.44,125.52,123.32,125.45,55288.81,20656,124.716
20150608,125.37,125.62,124.57,124.86,39942.34,14567,125.003
20150609,124.5,124.86,123.5,124.5,49550.54,18905,124.312
20150610,124.82,126.47,124.82,125.94,64390.23,19694,125.951
20150611,126.26,126.54,125.92,126.24,47079.12,12824,126.225
20150612,126.11,126.15,125.43,126.01,31838.58,12108,125.867
20150615,125.51,125.79,123.94,125.51,45626.74,16922,125.111
20150616,124.8,126.64,124.57,126.57,53252.32,18891,126.168
20150617,126.65,126.96,125.97,126,55932.39,18200,126.401
20150618,126.05,128.24,126.05,128.07,58382.11,20069,127.732
20150619,128.23,128.23,127.59,127.7,52733.09,13201,127.906
20150622,128.4,128.84,128.16,128.8,49357.47,13540,128.606
20150623,128.85,129.13,128.4,129.13,34108.25,11035,128.782
20150624,128.84,129.09,127.74,128,36501.01,12428,128.271
20150625,128.48,128.64,127.25,127.94,34613.42,11163,127.868
20150626,127.8,128.34,126.83,127.04,63665.72,21097,127.53
20150629,126.41,127.06,124.11,124.52,88153.99,25575,125.335
20150630,125.12,125.34,124.3,124.9,76329.4,25148,124.847
20150701,125.8,126.26,124.06,125.09,49975.23,16794,125.354
20150702,124.8,125.02,123.38,124.02,67464.11,18014,123.971
20150706,123.3,124.5,122.74,124.27,55815.84,22370,123.496
20150707,124.19,124.3,121.53,123.77,75859.6,31620,122.943
20150708,122,123.35,121.28,122.16,81463.47,28190,122.204
20150709,123.12,123.57,121.98,123,65486.23,19144,122.819
20150710,123.76,124.34,123.36,124.01,54108.25,18047,123.991
20150713,124.17,125.65,124.17,125.46,43065.98,15323,125.396
20150714,125.59,126.5,125.39,126.23,48521.12,12637,126.125
20150715,126.4,126.47,125.28,125.82,43130.77,16630,125.845
20150716,126.11,126.74,125.98,126.44,48756.41,15812,126.339
20150717,126.45,126.58,125.37,125.77,49883.56,12703,125.791
20150720,125.9,125.98,124.76,125.16,50321.93,14737,125.184
20150721,125.26,125.8,124.12,124.15,52992.14,15580,124.648
20150722,124.04,125.22,123.88,125.1,50606.65,13264,124.709
20150723,125.25,125.39,123.3,123.82,59013.59,20440,124.101
20150724,123.92,123.92,121.5,121.83,63745.4,23488,122.323
20150727,121.49,121.49,120.27,120.67,63340.02,21541,120.681
20150728,121.22,121.81,119.34,121.68,83260.72,23609,121.013
20150729,121.99,122.32,120.98,121.72,62133.78,14513,121.828
20150730,121.74,122.43,121.01,122.16,40271.61,13185,121.846
20150731,122,123.66,121.9,123,70008.31,20330,123.001
20150803,122.84,123.15,121.46,122.26,65179.51,21815,122.254
20150804,122.36,122.95,121.62,121.78,41929.18,14013,122.257
20150805,122.41,123.53,121.91,122.32,50390.65,19182,122.689
20150806,122.64,122.66,119.79,120.64,70391.24,25280,120.865
20150807,120.31,122,119.08,119.73,62633.99,21838,119.758
20150810,119.99,121.52,119.99,121.28,46741.55,15929,121.136
20150811,121.06,121.08,119.65,120.35,52075.36,19223,120.334
20150812,119.25,120.33,117.96,119.94,87995.19,28627,119.278
20150813,120.38,120.65,119.39,119.48,44822.28,16875,119.923
20150814,119.56,120.48,119.03,120.48,42836.25,11307,120.019
20150817,120.25,121.71,119.6,121.67,43651,13255,120.976
20150818,121.53,121.53,120.53,120.58,37571.26,11735,120.922
20150819,120.37,120.49,118.75,119.25,71727.24,25128,119.625
20150820,118.81,118.85,115.87,116.2,96096.64,24672,117.195
20150821,116.09,116.66,114.38,115.1,161860.72,50813,115.366
20150824,113.16,114.25,108.26,110.97,182347,49384,111.28
20150825,113.1,114.9,109.45,109.68,148189.07,44406,111.339
20150826,110.98,112.74,109.42,112.6,113166.81,37273,111.162
20150827,113.23,115.12,112.37,114.83,110379.93,32481,113.873
20150828,114.37,115.87,113.81,115.5,91240.91,29860,115.047
20150831,114.88,115.98,114.76,114.78,72919.35,19301,115.255
20150901,113.32,114.11,111.61,112.18,96852.16,29681,112.721
20150902,113.27,114.18,112.08,114.18,62563.47,20888,113.072
20150903,114.1,115.12,113.56,113.82,67522.83,22333,114.233
20150904,113.3,113.69,112.08,112.97,67985.87,19509,112.919
20150908,114.8,115.57,114.12,115.38,58419.55,19451,115.024
20150909,116.42,116.42,113.88,113.88,83115.36,23530,114.982
20150910,114.74,115.28,113.4,114.45,63097.34,20129,114.581
20150911,113.98,115.53,113.66,115.5,44957.73,15484,114.488
20150914,115.48,115.58,114.44,114.66,42287.99,14281,114.768
20150915,114.43,116.23,114.29,116.18,45323.27,15824,115.561
20150916,116.05,117.15,115.79,117.08,45227.77,14334,116.583
20150917,117.06,118.88,116.68,117.28,89438.7,28218,117.607
20150918,117,117,115.4,116.15,70701.66,22645,116.058
20150921,116.19,117.29,115.09,115.95,79704.21,21371,115.906
20150922,115.08,115.08,113.05,113.59,72413.24,25178,113.819
20150923,113.68,114.52,113.08,113.57,33683.7,15112,113.627
20150924,113.42,113.42,111.88,113.27,71412.37,24991,112.755
20150925,113.65,114.39,110.94,111.35,91256.28,28560,112.034
20150928,110.96,111.15,107.89,108.35,111704.32,41879,109.032
20150929,108.15,109.11,106.99,107.69,92104.12,35494,107.962
20150930,108.2,109.42,107.91,109.05,93952.89,33105,108.849
20151001,110.17,110.3,107.43,109.29,82705.33,32679,108.544
20151002,109.4,111.05,107.13,110.93,102952.3,40604,108.83
20151005,111.12,113.45,111.12,112.96,83957.64,29236,112.638
20151006,112.66,113.67,111.78,112.01,63080.27,26351,112.715
20151007,112.86,114.69,112.63,114.55,71736.13,29947,113.747
20151008,114.3,115.75,113.96,115.46,85890.34,29012,115.001
20151009,115.52,116.14,115.39,115.74,49959.59,17224,115.738
20151012,115.84,115.98,115.08,115.81,44561.17,15983,115.549
20151013,115.46,116.29,113.75,113.8,71976.95,27454,114.938
20151014,114.1,114.74,112.57,112.89,79638.1,29970,113.44
20151015,113.55,115.85,112.66,115.66,80071.64,28151,114.298
20151016,115.72,115.87,114.43,115.17,65976.57,21906,115.257
20151019,115.12,116.21,114.63,115.5,47776.5,20588,115.465
20151020,115.46,116.29,115.03,115.25,32373.27,13213,115.6
20151021,115.9,116.03,113.63,113.79,69219.68,25540,114.485
20151022,114.15,115.51,113.73,115.35,76011.13,30175,114.651
20151023,115.37,116.2,114.74,115.68,83133.98,30315,115.486
20151026,115.29,115.87,114.93,115.04,41194.5,16152,115.271
20151027,114.92,114.92,113.1,113.86,80882.17,29713,113.845
20151028,114.13,117.16,113.93,116.92,125033.87,35798,116.248
20151029,116.75,117.11,115.56,115.88,52366.36,20661,116.223
20151030,115.79,116.03,115.09,115.38,73404.77,23602,115.52
20151102,115,118.07,115,117.58,68353.3,26351,117.088
20151103,117.42,119.02,117.33,118.35,54867.67,19569,118.32
20151104,118.48,119,117.7,118.32,63727.39,19236,118.31
20151105,118.21,118.63,117.1,118.27,49838.17,21433,118.063
20151106,118.35,119.45,117.3,119.42,64730.83,22324,118.537
20151109,119.1,119.28,117.28,117.7,74052.69,23283,117.949
20151110,117.57,118.35,116.96,118.2,59138.55,18739,117.775
20151111,118.47,119.03,117.01,117.06,49605.25,17624,117.58
20151112,116.9,116.98,114.73,114.96,78093.63,27822,115.544
20151113,114.51,115.34,113.34,113.5,94203.06,33299,114.369
20151116,114.07,115.07,113.36,114.85,57193.5,22642,114.269
20151117,115.1,116.14,114.45,114.75,70546.29,22059,115.007
20151118,114.47,116.64,114.42,116.5,71140.82,25118,115.667
20151119,116.69,116.97,115.74,115.82,62170.72,17139,116.104
20151120,116.24,117.35,116.17,116.85,65766.17,24589,116.908
20151123,116.72,117.89,116.6,117.42,42109.24,14818,117.412
20151124,116.86,118.42,116.34,118.3,53934.7,19551,117.691
20151125,118.41,119.32,118.12,119.21,49070.2,19024,118.937
20151127,119.15,119.89,118.89,119.55,29308.44,10582,119.487
20151130,119.84,120.3,119.06,119.47,90609.79,18453,119.344
20151201,119.65,119.95,118.9,119.79,47608.35,17248,119.554
20151202,120,120.04,118.46,118.8,45823.84,17405,119.071
20151203,119.41,119.45,116.14,116.88,102362.94,29470,117.361
20151204,117,117.96,116.23,117.8,65082.85,23496,117.387
20151207,118,118.15,115.52,116.16,62909.85,23731,116.176
20151208,115.6,116,114.46,115.32,64768.45,25418,115.291
20151209,115.03,116.17,113.61,114.05,98164.49,32785,114.561
20151210,114.15,115.07,113.65,114.11,56502.76,20975,114.4
20151211,113.67,113.67,111.54,111.67,117694.34,41568,112.335
20151214,112.32,112.56,110.29,111.19,118232.87,42515,111.214
20151215,111.3,112.95,111.3,112.9,93166.49,28202,112.486
20151216,113.09,114.64,112.84,114.34,93051.54,35013,113.706
20151217,114.82,115.18,112.4,112.4,83379.24,28536,113.717
20151218,112.33,112.92,111.43,111.54,97972.36,38690,112.09
20151221,112.22,112.63,111.51,112.59,54710.86,21717,112.059
20151222,112.54,113.7,111.79,113.41,49965.04,19695,112.792
20151223,113.64,114.95,113.59,114.62,52619.73,20761,114.525
20151224,114.45,115.16,114.07,114.49,30083.22,10348,114.568
20151228,114.1,114.24,112.96,113.94,46114.86,16435,113.593
20151229,114.18,115.49,114.07,115.23,48789.63,16949,114.93
20151230,115.2,115.34,113.83,113.98,48839.46,17090,114.526
20151231,113.85,113.96,112.41,113,80942.55,23970,113.157
20160104,111.29,111.29,109.09,110.26,143526.07,38384,109.952
20160105,109.9,110.57,109.56,110.3,59989.1,21379,110.126
20160106,109.5,109.6,108.01,108.75,68549.85,23977,108.794
20160107,106.62,107.5,105.18,105.59,99968.1,36053,106.319
20160108,106.61,106.97,103.66,103.85,108361.06,36258,105.036
20160111,104.55,104.77,102.31,103.64,110449.06,32641,103.399
20160112,103,104.98,101.94,103.75,101882.88,37115,103.348
20160113,104.3,104.42,99.65,100.15,141675.04,47304,101.428
20160114,100.44,102.71,99.19,101.8,147754.49,45775,101.225
20160115,101,101,97.52,100.25,162689.17,50592,99.246
20160119,101.21,101.7,97.74,98.6,117987.52,40698,99.36
20160120,96.83,100.31,95.06,99.75,230041.65,66606,97.713
20160121,98.2,100.9,98.1,98.98,131886.04,48169,99.487
20160122,100.25,101.61,100.14,101.2,101287.93,34867,100.925
20160125,100.64,101.07,98.86,98.9,74251.91,27729,99.842
20160126,98.4,101.4,98.4,100.42,68696.36,28410,100.572
20160127,100.25,101.58,99.07,99.5,104431.61,40062,100.227
20160128,100.35,100.93,99.21,99.55,87454.26,36343,99.986
20160129,99.73,103.04,99.73,102.95,92489.75,32331,101.803
20160201,102.62,103.08,101.26,102.1,76220.71,26900,102.29
20160202,101.27,101.57,99.78,100.05,87183.23,31698,100.433
20160203,100.93,101.25,98.14,100.54,125490,49795,99.656
20160204,100.88,101.97,99.41,100.26,107312.29,45178,100.842
20160205,100.64,100.7,97.96,98.1,106116.19,39863,98.8
20160208,97.81,97.81,94.94,96.39,132886.46,49457,95.957
20160209,96.06,97.12,95,95.83,103261.95,38980,95.968
20160210,96.59,97.92,95.01,95.01,80631.19,33155,96.646
20160211,94.17,95.39,93.37,95.03,121929.55,46130,94.579
20160212,95,96.78,95,96.49,80982.18,27634,96.128
20160216,98.15,99.1,97.22,98.99,99227.95,29234,98.494
20160217,99.2,101.09,99.2,100.72,97673.6,31045,100.488
20160218,100.9,101.21,99.55,100.03,75911.42,23962,100.059
20160219,99.95,100.59,99.11,100.59,61695.21,23768,100.011
20160222,101.35,102.01,101.05,101.05,69599.1,21326,101.63
20160223,100.8,101.49,100.4,100.47,59126.16,21211,100.914
20160224,100.25,102,98.98,101.99,73814.08,28233,100.566
20160225,101.5,102.62,101.4,102.54,42650.06,17000,102.064
20160226,102.89,103.56,102.71,103.01,57578.29,22641,103.116
20160229,102.37,104.02,102.27,102.75,69953.39,30723,103.256
20160301,103.6,105.1,103.08,105.02,70238.67,25253,104.267
20160302,104.92,106.09,104.6,106.02,51535.11,22375,105.367
20160303,106.17,107.13,105.93,107.13,67992.82,22048,106.662
20160304,106.83,108.32,106.68,107.51,79181.02,34442,107.588
20160307,107.31,109.1,107.08,108.89,91106.61,26457,108.518
20160308,108.18,108.63,106.15,106.42,91889.55,32697,107.037
20160309,107.03,107.11,106.07,106.95,66782.3,24499,106.681
20160310,107.22,108.04,104.82,105.88,97848.43,39182,106.069
20160311,107.05,108.33,106.67,108.2,85907.74,25187,107.777
20160314,108,108.34,107.4,107.84,64063.91,18670,107.926
20160315,107.2,107.36,106.03,106.16,82310.93,30026,106.446
20160316,105.9,107.32,105.6,106.87,85934.31,31699,106.69
20160317,107.3,109.1,106.19,108.76,85082.54,31909,107.899
20160318,108.7,109.94,108.62,109.6,80292.3,31273,109.551
20160321,109.63,109.94,109.08,109.4,93314.93,25246,109.414
20160322,109.2,109.68,108.48,109.22,49723,19125,109.203
20160323,108.95,109.02,106.8,106.94,77158.87,29385,107.531
20160324,106.8,107.31,105.75,107.25,56365.09,23191,106.565
20160328,107.54,107.77,106.56,107.23,62888.46,16369,107.274
20160329,106.9,110.5,106.77,110.47,86052.07,28851,109.134
20160330,110.85,111.12,110.05,110.47,75147.13,29163,110.559
20160331,110.14,111.17,110,110.64,71603.3,23522,110.717
20160401,110.03,111.22,109.47,111.14,61646.61,24516,110.446
20160404,111.22,111.33,110.04,110.04,47726.16,17225,110.547
20160405,109.7,109.85,108.84,109.29,65970.5,26326,109.298
20160406,109.35,110.27,108.59,110.04,59070.43,22363,109.58
20160407,109.42,109.88,108.13,108.56,75169.14,26783,108.872
20160408,109.48,110.07,108.64,109.27,54304.04,20857,109.264
20160411,109.84,110.55,108.46,108.5,54009.36,22948,109.411
20160412,108.85,110.18,108.43,109.94,61317.4,21302,109.636
20160413,110.89,112.52,110.52,112.5,80120.53,28128,111.758
20160414,112.24,112.69,111.88,112.17,51869.06,18811,112.259
20160415,111.92,112.62,111.78,112.47,57411.35,20288,112.356
20160418,112.09,113.39,111.87,113.36,54900.62,15567,113.064
20160419,113.78,114.12,112.89,113.29,52678.39,17959,113.438
20160420,113.49,114.21,112.97,113.56,47502.7,17750,113.623
20160421,113.58,113.91,112.66,112.7,54994.72,16577,113.179
20160422,113.01,114.29,112.96,114.28,61043.6,21421,113.775
20160425,113.8,114,112.82,113.32,39227.27,14339,113.213
20160426,113.77,114.64,113.17,114.44,74917.78,20227,114.225
20160427,114.48,115.04,113.9,115,68331.45,17440,114.605
20160428,114.52,115,113.2,113.65,59915.56,21090,114.122
20160429,113.39,113.55,111.72,112.6,77380.19,28720,112.474
20160502,112.84,113.55,112.18,113.46,45537.06,17982,112.987
20160503,112.58,112.72,110.93,111.64,73780,26957,111.695
20160504,111.42,111.99,110.38,110.82,88962.58,24983,110.923
20160505,111.29,111.52,110.1,110.21,51481.92,22337,110.682
20160506,110.04,111.18,109.51,111.15,58746.38,22222,110.359
20160509,111.39,111.88,110.63,110.99,43606.82,16466,111.301
20160510,111.88,112.4,111.08,112.26,45468.1,17365,111.931
20160511,112.1,112.26,110.71,110.77,66550.14,15570,111.291
20160512,111.38,111.48,109.5,110.24,72450.08,25584,110.34
20160513,109.82,110.93,109.36,109.79,50571.81,19407,109.969
20160516,109.76,111.52,109.76,110.97,57387.11,19313,111.005
20160517,111.07,111.41,108.77,109.31,110758,34529,109.786
20160518,109.01,110.66,108.6,109.84,88366.17,32406,109.745
20160519,109.54,109.77,108,108.98,75091.67,31255,108.763
20160520,109.25,110.89,109.22,110.8,59505.68,21494,110.311
20160523,110.83,111.39,110.46,110.49,59178.01,18888,110.818
20160524,110.98,113.22,110.95,113.13,71457.74,22143,112.643
20160525,113.49,113.9,113.09,113.59,53822.17,20416,113.572
20160526,113.82,114.01,113.25,113.57,38206.25,14560,113.59
20160527,113.69,114.72,113.49,114.7,49749.8,18057,114.29
20160531,114.66,115.53,114.5,114.95,78707.5,20431,114.995
20160601,114.82,115.95,114.42,115.73,57585.6,22168,115.307
20160602,115.64,116.87,115.37,116.87,47461.58,17154,116.103
20160603,116.86,116.91,115,115.8,68454,24817,115.754
20160606,116.11,117.57,116.02,117.11,59122.75,23983,116.958
20160607,117.58,117.98,116.96,117.57,41955.48,16032,117.541
20160608,117.49,118.64,117.4,118.3,55617.05,20622,118.261
20160609,118,118.09,117.3,117.54,43880.65,16464,117.651
20160610,117.15,117.15,115.69,115.95,81564.88,25280,116.198
20160613,115.61,116.18,114.4,114.49,78958.61,28034,115.353
20160614,114.38,115.1,113.68,114.3,64032.72,27322,114.272
20160615,114.46,115.56,114.31,114.52,48004.64,22640,114.995
20160616,114,114.75,112.9,114.75,73611.6,33324,113.825
20160617,114.36,114.92,113.69,113.91,66661.19,26032,114.198
20160620,115.5,116.44,115,115.42,55055.08,18349,115.776
20160621,115.7,115.8,114.33,114.95,81628.41,23286,114.917
20160622,115.19,115.88,114.44,115.04,59157.29,26447,114.992
20160623,115.22,117.8,115.22,116.76,61174.29,18103,116.522
20160624,112.31,114.04,110.78,111.95,172876.74,75049,112.679
20160627,111.25,111.25,107.9,108.57,126636.48,53148,109.212
20160628,109.38,110.88,109.23,110.56,67354.48,25425,110.269
20160629,111.18,113.41,111.18,113.09,71593.63,25278,112.5
20160630,113.26,115.05,112.58,114.84,77303.93,25938,114.123
20160701,114.75,115.94,114.75,115.47,46679.29,18635,115.419
20160705,114.66,115.25,113.07,113.65,67210.2,25734,113.791
20160706,113,114.01,112.18,113.79,52121.54,20244,113.421
20160707,113.87,114.98,113.42,114.15,46655.58,18084,114.183
20160708,114.26,117.08,114.26,116.72,78197.4,25071,116.446
20160711,117.3,118.43,117.3,118.24,58247.63,22273,118.045
