Time,Open,High,Low,Close,Volume,Count,Wap
20121114,79.34,79.34,77.06,77.38,90296,19190,77.87
20121115,77.19,77.49,76.29,76.68,103803,20446,76.774
20121116,76.8,77.65,76.13,77.65,122940,23224,76.933
20121119,77.83,79.33,77.83,79.06,80761,14746,78.748
20121120,79.21,79.47,78.65,79.4,78522,11299,79.082
20121121,79.23,79.75,79.14,79.74,46942,8740,79.493
20121123,79.72,80.68,79.72,80.54,41585,6817,80.325
20121126,80.39,80.93,80.08,80.93,62451,9979,80.535
20121127,80.83,81.23,80.52,80.52,72242,12570,80.852
20121128,80.46,81.4,79.63,81.24,92485,17147,80.665
20121129,81.92,82.4,81.62,82.02,94766,13848,82.112
20121130,82.38,82.67,81.74,82.21,61173,11307,82.071
20121203,82.35,82.9,81.76,81.87,44109,10228,82.069
20121204,82.06,82.31,81.47,82.07,59151,13057,81.963
20121205,82.34,82.93,81.41,82,70410,16090,82.038
20121206,82.03,82.3,81.61,82.19,59980,12607,81.996
20121207,82,82.7,81.85,82.07,43422,11370,82.164
20121210,82.15,82.69,82.15,82.54,44495,9184,82.451
20121211,83.3,83.68,82.93,83.64,75702,13013,83.337
20121212,83.65,83.86,82.77,82.92,80954,13296,83.336
20121213,82.85,83.21,82.12,82.34,68451,12784,82.605
20121214,82.65,82.81,82.09,82.55,56264,10713,82.447
20121217,82.71,83.69,82.52,83.67,55472,11188,83.129
20121218,83.84,84.82,83.49,84.71,103720,15321,84.399
20121219,84.32,84.52,83.76,83.84,76733,12001,84.11
20121220,84.12,84.85,83.84,84.66,99423,13010,84.383
20121221,83.45,84.35,82.96,84.25,116528,17148,83.749
20121224,83.83,84.21,83.52,83.68,20663,4793,83.765
20121226,83.89,84.03,83.02,83.14,66102,9217,83.293
20121227,83.19,83.44,82.05,83,69612,15672,82.808
20121228,83,83.36,81.95,82.33,70816,15099,82.844
20121231,82,84.64,82,84.37,135834,25813,83.716
20130102,85.48,86.92,85.48,86.72,207229,28092,86.554
20130103,86.82,87.28,86.38,86.73,85824,13988,86.787
20130104,86.76,87.43,86.6,87.1,62965,9747,87.122
20130107,86.95,87.06,86.63,87,49234,9347,86.867
20130108,87.01,87.01,86.4,86.97,46010,9831,86.745
20130109,87,87.41,86.96,87.34,48935,9238,87.218
20130110,87.49,87.79,86.95,87.5,80350,13766,87.305
20130111,87.47,87.54,87,87.34,57966,11276,87.302
20130114,87.43,87.55,87.05,87.35,45786,9086,87.281
20130115,86.88,87.88,86.64,87.83,74712,11014,87.503
20130116,87.37,87.75,87.29,87.43,53172,9151,87.536
20130117,87.41,88.5,87.41,88.28,78246,12329,88.228
20130118,88.26,88.69,88.11,88.65,66855,9415,88.442
20130122,88.44,89.46,88.39,89.46,69529,12308,88.867
20130123,89.33,89.35,88.64,88.64,62184,10990,89.09
20130124,89.04,89.85,88.89,89.26,75256,14617,89.383
20130125,89.5,89.98,89.29,89.86,72817,12993,89.726
20130128,89.95,90.23,89.38,89.94,83602,13518,89.922
20130129,89.85,90.23,89.65,90.18,71841,13632,89.958
20130130,90.16,90.18,88.69,88.9,88909,16659,89.374
20130131,88.79,89.77,88.66,89.73,88491,13567,89.388
20130201,89.99,90.69,89.6,90.4,78409,13667,90.287
20130204,90.01,90.17,89.15,89.4,67783,12579,89.547
20130205,89.65,90.38,89.59,90.15,66683,10811,90.056
20130206,90.1,90.52,89.48,90.39,58169,11138,89.993
20130207,90.47,90.55,89.56,90.11,56965,12201,90.044
20130208,90.15,90.86,90.08,90.81,56949,9656,90.67
20130211,90.84,90.84,90.27,90.7,41659,7608,90.558
20130212,90.69,91.24,90.62,91.13,49899,8857,91.025
20130213,91.17,91.55,90.99,91.44,50800,8650,91.292
20130214,91.2,91.87,91.08,91.64,50220,8734,91.586
20130215,91.6,92.03,91.48,91.72,75951,11343,91.755
20130219,91.77,92.77,91.77,92.77,46727,9109,92.348
20130220,92.6,92.72,90.7,90.84,93380,16218,91.682
20130221,90.55,90.88,89.38,90.15,102694,20291,90.074
20130222,90.29,91.05,90.21,90.98,61467,12764,90.711
20130225,91.3,91.54,88.88,89.3,116794,20691,90.165
20130226,89.3,89.78,88.79,89.24,79109,19070,89.307
20130227,89.2,90.85,89.18,90.41,81925,17203,90.321
20130228,90.65,91.05,90.18,90.32,72223,14880,90.613
20130301,90.05,91.06,89.22,90.95,114532,23678,90.211
20130304,90.53,91.25,90.21,91.23,66182,13838,90.814
20130305,91.39,92.35,91.39,92.2,77897,15272,92.082
20130306,92.3,92.6,92.12,92.33,65090,15349,92.376
20130307,92.35,93.04,92.25,92.85,57045,13888,92.658
20130308,93.18,93.75,92.93,93.63,90580,19749,93.454
20130311,93.58,93.75,93.25,93.65,57096,13912,93.564
20130312,93.48,93.75,93.18,93.65,55470,13750,93.452
20130313,93.33,94.02,93.25,93.92,69600,12993,93.734
20130314,94.06,94.81,93.97,94.77,55067,10408,94.532
20130315,94.78,94.95,94.39,94.61,97531,16434,94.661
20130318,93.6,94.6,93.4,94.34,104656,18485,94.198
20130319,94.28,94.7,93.02,93.6,102408,24285,93.817
20130320,93.95,94.74,93.95,94.43,63605,15771,94.492
20130321,94.27,94.47,93.55,93.82,99433,18345,94.003
20130322,94.07,94.4,93.94,94.4,58516,13170,94.13
20130325,94.45,94.71,93.29,94.03,90150,22573,93.998
20130326,94.29,94.48,93.76,94.3,50731,12515,94.132
20130327,94.01,94.38,93.24,94.3,67182,15664,93.89
20130328,94.37,94.65,94.15,94.39,49455,11755,94.381
20130401,94.18,94.47,92.71,93.07,118898,19871,93.303
20130402,93.47,93.92,92.51,92.9,99442,20661,93.283
20130403,93.05,93.16,90.93,91.3,110218,28612,91.695
20130404,91.84,91.94,90.97,91.77,74957,20373,91.452
20130405,91.67,91.75,90.38,91.62,94755,21609,91.151
20130408,91.65,92.77,91.33,92.62,59754,13792,91.959
20130409,92.89,92.89,92.05,92.18,76452,15899,92.421
20130410,92.55,94.09,92.44,93.85,105896,18464,93.511
20130411,94,94.57,93.75,94.18,74850,15381,94.146
20130412,93.9,93.95,92.92,93.46,93793,22224,93.517
20130415,92.88,93.16,89.25,90.15,221686,39449,91.056
20130416,90.5,91.79,90.36,91.54,140351,30407,91.139
20130417,91.24,91.24,89.24,90.14,175396,39559,89.995
20130418,90.2,90.58,89.13,89.64,124889,30924,89.733
20130419,90.01,90.68,89.21,90.4,118270,25178,90.171
20130422,90.9,91.11,89.2,90.95,138113,27076,90.296
20130423,90.56,92.48,90.56,92.22,117365,26441,91.923
20130424,92.58,92.89,91.93,92.67,109186,21398,92.485
20130425,92.86,93.9,92.86,93.4,120061,20512,93.508
20130426,93.17,93.36,92.5,92.95,75388,16365,92.924
20130429,93.29,93.77,93.07,93.59,48433,11969,93.572
20130430,93.56,94.28,93.18,94.24,84273,19029,93.809
20130501,94.12,94.16,91.7,91.85,301706,51759,92.444
20130502,91.99,93.47,91.99,93.21,100640,20082,92.965
20130503,93.19,95.47,93.17,94.76,126919,25648,94.962
20130506,94.78,95.5,94.73,95.32,63464,13566,95.18
20130507,95.54,96.17,95.14,96.03,68615,16450,95.749
20130508,96.05,96.56,95.68,96.5,85647,16365,96.187
20130509,96.35,96.5,95.75,96.23,72363,16901,96.172
20130510,96.32,96.93,96.07,96.76,77185,15718,96.576
20130513,96.5,97.12,96.43,96.9,44332,11348,96.746
20130514,96.69,98.03,96.56,97.96,58357,14756,97.695
20130515,97.88,98.66,97.68,98.2,73121,15872,98.171
20130516,98.05,98.56,97.7,97.99,94192,20052,98.112
20130517,98.66,99.08,98.2,99.05,68846,14834,98.762
20130520,98.82,99.6,98.55,99.19,51256,11198,99.126
20130521,99.05,99.54,98.88,99.3,55466,12848,99.247
20130522,99.4,100.38,97.12,98.09,157320,39756,98.841
20130523,97.11,98.03,96.51,98.03,95807,23700,97.289
20130524,97.7,98.07,96.71,97.82,86327,18042,97.492
20130528,98.86,100.09,98.49,98.99,134166,19482,99.295
20130529,98.52,98.84,97.38,98.23,88193,22490,98.151
20130530,98.4,99.12,98.18,98.78,59733,17783,98.765
20130531,98.17,99.02,97.47,97.6,86088,22083,98.344
20130603,97.98,98.84,97.04,98.52,169722,39340,98.11
20130604,98.6,99.2,96.93,97.78,102434,29506,97.914
20130605,97.27,97.7,96.16,96.4,115279,29746,96.708
20130606,95.78,97.61,95.74,97.51,85583,25493,96.64
20130607,97.5,98.45,97.27,97.99,98451,24900,97.981
20130610,98.21,98.81,97.84,98.73,71504,19334,98.49
20130611,97.95,98.46,96.87,97.76,82999,24151,97.741
20130612,97.98,98.48,96.53,96.74,87015,26116,97.366
20130613,96.38,98.69,96,98.5,96954,26501,97.67
20130614,98.68,98.68,97.42,97.53,80245,24915,98.007
20130617,98.55,98.85,97.76,98.49,79183,18773,98.438
20130618,98.75,99.8,98.45,99.57,72864,18154,99.255
20130619,99.66,99.69,97.91,98.14,88234,27233,98.832
20130620,97.7,97.7,95.29,95.68,147247,37139,96.05
20130621,96.49,96.49,94.63,95.81,146244,39518,95.619
20130624,95.4,95.51,93.83,94.77,143661,39190,94.603
20130625,95.01,95.83,94.88,95.55,69991,20634,95.439
20130626,95.98,96.62,95.65,96.02,73210,20637,96.146
20130627,96.07,97.73,96,97.61,101100,20387,97.366
20130628,97.81,98.01,96.41,97.08,115976,24998,97.397
20130701,97.75,99.09,97.39,98.54,80775,20119,98.562
20130702,98.4,98.84,97.45,98.15,56477,17472,98.175
20130703,97.68,98.64,97.5,98.45,30459,8096,98.067
20130705,99.26,99.85,98.31,99.74,63495,17112,99.178
20130708,100.06,100.44,99.89,100.2,68616,17063,100.182
20130709,100.48,101.19,100.24,101.1,60815,15695,100.857
20130710,100.78,102.05,100.75,101.99,68535,18068,101.148
20130711,102.25,102.59,101.94,102.36,61278,17239,102.333
20130712,102.47,103.11,102.26,102.69,68958,14830,102.765
20130715,102.75,103.67,102.75,103.63,60067,14770,103.415
20130716,103.57,103.67,102.82,103.15,63418,13783,103.174
20130717,103,103.95,102.98,103.43,58528,15736,103.561
20130718,103.5,104.58,103.5,103.89,62361,16438,104.233
20130719,103.8,104.69,103.74,104.69,53894,12535,104.15
20130722,104.42,104.78,104.14,104.71,54184,12297,104.514
20130723,104.75,104.95,104.26,104.59,54335,13920,104.547
20130724,104.85,105.07,103.45,103.78,57105,15651,103.969
20130725,103.11,104.65,103.05,104.64,89027,20133,104.139
20130726,104.31,104.31,103.36,104.13,60179,15980,103.88
20130729,103.85,104.26,103.01,103.24,68866,14695,103.442
20130730,103.55,103.86,103.11,103.73,48079,12905,103.531
20130731,103.74,104.68,103.62,103.87,93182,24124,104.02
20130801,104.4,105.34,104.4,105.17,71579,21000,105.025
20130802,105.15,105.5,104.56,105.2,53323,13399,104.978
20130805,105.11,105.63,104.9,105.41,27705,9411,105.341
20130806,105.4,105.42,104.16,104.36,47985,14894,104.577
20130807,104.2,104.34,103.47,103.83,47379,14111,103.805
20130808,104.3,104.6,103.59,104.03,60367,16623,104.146
20130809,103.69,104.56,103.53,103.82,53470,15410,104.079
20130812,103.81,104.67,103.13,104.64,41244,13288,104.266
20130813,104.82,105,103.78,104.49,47570,14327,104.321
20130814,104.32,104.64,103.84,103.84,48932,15103,104.235
20130815,103.69,103.69,101.81,102.1,93652,27039,102.412
20130816,101.9,102.38,101.47,101.53,71011,20227,101.93
20130819,101.45,101.87,100.6,100.67,47764,14588,101.208
20130820,100.55,102.32,100.55,102.1,75572,20768,101.642
20130821,101.73,102.49,101.01,101.1,78344,22321,101.678
20130822,102.27,103.03,101.63,102.97,51341,13489,102.585
20130823,102.95,103.32,102.45,103.21,45504,14201,102.89
20130826,103.17,103.81,102.77,103.04,52441,16374,103.342
20130827,102.47,102.48,100.56,100.66,99418,29635,101.393
20130828,101,101.36,100.51,100.95,57414,17679,101.02
20130829,101.11,102.36,100.71,101.96,59342,17887,101.841
20130830,101.97,102.01,100.24,100.49,85678,23127,100.798
20130903,101.8,102.36,100.13,101.07,96157,30205,101.207
20130904,101.21,102.09,100.75,102.09,56040,16153,101.662
20130905,102.18,102.53,101.86,102.2,61110,16406,102.222
20130906,102.37,102.89,100.75,102.37,87371,24424,102.183
20130909,102.75,104.02,102.57,104.02,65603,18538,103.559
20130910,104.45,105,104.2,105,54891,15505,104.67
20130911,104.91,105.22,104.54,105.13,61513,17672,104.875
20130912,104.9,105.05,104.21,104.47,67481,14795,104.491
20130913,104.5,104.93,104.1,104.88,84309,17402,104.614
20130916,105.8,106.33,104.85,104.87,63817,18247,105.385
20130917,104.99,106.27,104.87,106.18,73303,13170,105.841
20130918,106.22,107.61,105.26,107.25,114888,28524,106.576
20130919,108.25,108.25,106.62,107.01,68919,18850,106.935
20130920,107.07,107.34,106.56,106.6,109680,25145,106.941
20130923,106.86,106.87,105.81,106.57,106224,24510,106.456
20130924,106.3,107.42,105.79,106.68,80572,23719,106.77
20130925,106.41,107.47,106.33,106.54,89620,27709,106.87
20130926,106.66,107.46,106.37,107.21,67541,21047,106.895
20130927,106.81,107.05,106.21,106.75,85004,23105,106.605
20130930,106.03,106.84,105.24,106.74,106986,29852,106.268
20131001,106.71,108.11,106.45,107.93,104719,29391,107.413
20131002,107.21,107.74,106.77,106.8,71195,20403,107.312
20131003,107.01,107.36,105.6,106.13,124201,34363,106.248
20131004,106.37,107.32,106.15,107.05,66312,18859,106.949
20131007,106.22,106.66,105.56,105.75,85646,24489,106.081
20131008,105.77,106.03,103.87,104.48,142902,38189,104.692
20131009,104.55,104.55,103,103.91,134523,35651,103.712
20131010,104.4,106.31,104.4,105.96,135525,34538,105.702
20131011,106.13,107.92,105.82,107.81,113710,30571,107.057
20131014,107.16,108.34,106.93,108.28,126288,23858,107.919
20131015,108.34,108.34,106.92,107.96,126301,32728,107.537
20131016,107.75,108.6,107.48,108.42,86607,23105,108.343
20131017,108.14,109.78,107.74,109.71,110087,22517,108.947
20131018,109.88,110.77,109.83,110.65,102353,24480,110.311
20131021,110.72,111.08,110.27,110.38,72554,19368,110.593
20131022,110.43,111.49,110.31,110.5,86285,24430,110.849
20131023,110.03,110.54,109.77,110.41,79475,21636,110.218
20131024,110.78,111.26,110.33,111.16,57386,15078,110.918
20131025,110.86,111.45,110.57,110.93,54653,15223,110.975
20131028,111.08,111.29,110.47,111.07,74206,17451,110.945
20131029,111.05,111.61,110.53,111.34,73534,20073,111.064
20131030,111.67,111.67,109.52,109.7,114338,28666,110.239
20131031,109.83,110.18,108.89,109.34,131007,32577,109.506
20131101,109.1,109.62,107.93,108.59,232328,43955,108.675
20131104,109.12,110.15,108.93,109.92,82662,21348,109.629
20131105,109.59,109.92,108.87,109.55,66899,17877,109.502
20131106,108.64,110.69,108.64,108.91,83614,22953,109.44
20131107,109.09,109.87,107.14,107.32,138393,38235,108.167
20131108,107.64,109.45,106.95,109.14,112639,31561,108.595
20131111,109.23,109.59,108.53,109.33,54299,17272,109.276
20131112,109.08,109.5,108.68,109.41,51889,17460,109.124
20131113,109.04,110.89,108.57,110.89,81355,23128,109.868
20131114,110.66,110.74,109.74,110.35,78733,23229,110.265
20131115,110.63,110.99,110.16,110.92,70306,20732,110.634
20131118,111.1,111.42,109.75,110.26,81753,27239,110.713
20131119,110,110.69,109,109.52,88643,28281,109.841
20131120,109.31,110.19,108.86,109.3,144089,30174,109.49
20131121,109.63,111.36,109.6,111.3,118297,25796,110.888
20131122,111.2,111.97,111.1,111.8,68634,17131,111.672
20131125,112,112.5,111.63,112.01,59117,15088,111.941
20131126,111.86,113.01,111.86,112.82,59862,16544,112.608
20131127,112.81,113.57,112.64,113.43,68342,14646,113.249
20131129,113.42,114.16,113.3,113.61,42950,10959,113.815
20131202,113.41,113.75,112.06,112.5,95384,31601,112.83
20131203,112.03,112.59,111.28,111.7,87936,26357,111.905
20131204,111.67,112.42,110.37,111.59,93425,26224,111.521
20131205,111.53,112.02,111.15,111.51,92395,24332,111.625
20131206,111.56,113.9,111.56,112.45,86897,23868,112.615
20131209,112.33,112.88,111.9,112.55,63179,20368,112.328
20131210,112.56,112.57,111.24,111.77,81968,25019,111.73
20131211,111.73,111.76,109.33,109.78,93470,28958,110.069
20131212,109.64,110.24,109.37,109.6,90920,27546,109.775
20131213,110.28,110.87,109.42,110,73659,26001,110.08
20131216,110,111.56,110,111.48,80555,25000,111.221
20131217,111.38,111.63,110.62,111.32,75889,24146,111.182
20131218,112.24,113.03,110.36,112.89,114929,40489,111.968
20131219,112.98,113.15,111.89,112,78217,25129,112.293
20131220,112.15,114.26,112.08,114.03,127312,31368,113.496
20131223,114.22,114.81,113.91,114.6,91595,25078,114.578
20131224,114.65,115.46,114.65,115.23,43905,12708,115.218
20131226,115.6,115.97,115.11,115.2,47072,15557,115.499
20131227,115.2,115.74,114.79,115,41377,15802,115.063
20131230,115.28,115.37,114.86,114.98,50669,15880,115.128
20131231,115.03,115.71,115.03,115.6,72071,19256,115.458
20140102,114.97,115.14,113.64,114.33,110493,31577,114.216
20140103,114.44,114.89,114.11,114.69,65841,19344,114.561
20140106,114.8,115.26,113.7,113.72,85546,29832,114.122
20140107,114.26,115.16,114.06,114.76,67971,23455,114.771
20140108,114.53,115.08,114.07,114.78,75177,26939,114.617
20140109,115.15,115.39,114.17,114.84,81006,27379,114.764
20140110,115.31,115.57,114.4,115.55,79585,27025,115.023
20140113,115.36,115.48,113.27,114.01,112561,37809,114.375
20140114,114.22,115.51,114.18,115.41,115166,32537,115
20140115,115.7,116.29,115.52,116.23,71179,21617,116.051
20140116,116.06,116.38,115.84,116.21,64791,17766,116.186
20140117,116.35,116.59,115.69,115.92,73742,19343,116.05
20140121,116.4,116.86,115.78,116.53,125189,22315,116.512
20140122,116.54,117.45,116.44,117.39,58823,16919,117.005
20140123,116.9,116.92,115.66,116.5,109361,27749,116.246
20140124,116.07,116.07,113.2,113.39,138281,39533,113.998
20140127,113.88,114.22,111.15,111.89,156985,50379,112.437
20140128,112.41,113.93,111.79,113.74,108601,30392,112.571
20140129,113.23,113.24,111.03,111.69,167087,48061,111.782
20140130,111.88,113.64,111.7,112.69,123899,34247,112.883
20140131,112.45,112.99,111.03,112.09,161466,43308,112.276
20140203,112,112.5,108.16,108.85,234071,65151,109.561
20140204,108.65,109.95,108.4,109.05,121610,36046,109.375
20140205,108.99,109.15,107.28,108.75,168359,45720,108.365
20140206,108.97,109.97,108.54,109.33,119238,37327,109.476
20140207,109.61,110.83,108.47,110.79,134596,35577,110.232
20140210,110.59,111.13,109.96,111.03,118971,23072,110.726
20140211,111.32,112.34,110.87,111.94,112866,33446,111.712
20140212,112.2,113.01,111.81,112.34,133363,32238,112.437
20140213,111.74,114.07,111.36,113.79,120762,34594,113.16
20140214,113.85,114.21,113.15,113.96,94931,31220,113.828
20140218,114.06,115.45,113.81,115.14,97643,29212,115.044
20140219,115,115.64,113.98,114.26,123732,36159,114.879
20140220,114.02,115.54,113.65,115.41,97791,28570,114.896
20140221,115.6,116.1,115.37,115.65,114410,28223,115.753
20140224,115.97,117.3,115.76,116.58,118109,30351,116.722
20140225,116.4,117.24,116.18,116.78,77491,27538,116.639
20140226,117.04,118.11,116.43,117.38,118753,38395,117.34
20140227,116.76,118.11,116.35,117.96,89762,30806,117.514
20140228,118.01,118.71,116.8,117.35,130344,35799,117.85
20140303,116.5,117.26,115.59,116.99,126153,43266,116.44
20140304,117.4,120.57,117.4,119.87,200521,62571,119.893
20140305,119.95,120.12,119.47,119.82,81571,28366,119.731
20140306,120.1,120.25,119.42,119.82,85272,24416,119.823
20140307,119.85,120.64,119.03,119.66,95316,33742,119.598
20140310,119.44,119.58,118.49,119.2,83474,27847,119.046
20140311,119.16,119.8,117.51,117.75,131600,39232,118.462
20140312,117.67,118.54,116.93,118.46,94321,29036,117.855
20140313,118.62,118.96,116.39,117,142809,44655,117.371
20140314,116.86,117.87,116.34,117.4,128171,42616,117.395
20140317,118.31,119.1,117.88,118.03,97028,32154,118.377
20140318,117.88,119.88,117.67,119.64,99247,27644,119.276
20140319,119.75,119.91,118.11,118.83,106958,31518,119.083
20140320,118.73,119.54,118.16,119.38,92502,28685,119.089
20140321,119.68,120.26,118.5,118.51,116575,38640,119.288
20140324,118.82,119.22,116.19,117.19,155669,45263,117.224
20140325,117.05,118.31,116.14,117.05,117233,35741,117.197
20140326,117.24,117.93,114.39,114.72,159808,43336,115.888
20140327,114.97,115.38,113.7,114.61,169920,43125,114.366
20140328,114.7,116,113.98,114.57,112634,31674,114.843
20140331,115,116.67,114.6,116.29,120371,36242,116.015
20140401,116.55,118.22,116.41,118.15,146604,37328,117.409
20140402,118.24,118.48,117.71,118.34,96584,34184,118.158
20140403,118.51,118.51,116.68,117.42,107005,30847,117.442
20140404,117.54,118.12,114.02,114.76,215801,64575,115.513
20140407,114,114.24,112.09,112.92,167783,49597,113.094
20140408,112.6,114.2,112.2,113.52,163103,41931,113.34
20140409,113.64,115.25,113.5,115.2,111409,32764,114.464
20140410,114.93,115.16,111.4,111.83,184107,49501,112.735
20140411,111.85,112.23,109.86,110.41,188309,55036,110.933
20140414,110.66,111.96,109.65,110.82,167310,42111,110.922
20140415,110.8,111.72,108.66,111.42,200946,61703,110.307
20140416,111.57,112.44,111.23,111.72,130904,31032,111.976
20140417,111.3,113.41,111.29,112.95,153228,34245,112.778
20140421,113.18,113.54,112.29,113.49,102007,18068,113.266
20140422,113.48,115.01,113.34,114.59,96769,24568,114.476
20140423,114.36,114.78,113.78,114.64,79269,24664,114.187
20140424,114.64,114.87,112.68,113.55,117578,31220,113.643
20140425,113.18,113.38,111.21,111.65,156786,34102,111.925
20140428,112,112.54,109.33,111.18,172572,49775,110.882
20140429,111.42,111.97,110.91,111.18,86071,28307,111.505
20140430,111.06,112.23,109.96,112.07,113277,34442,111.086
20140501,112.2,112.76,110.55,111.77,177236,55665,111.572
20140502,112.03,113.11,111.69,111.9,117089,33558,112.311
20140505,112.03,112.18,110.54,111.7,75293,26262,111.48
20140506,111.5,111.7,110,110,110252,35267,110.637
20140507,109.89,110.57,108.43,110.23,175691,53527,109.489
20140508,110.32,111.24,108.69,108.86,175905,48400,109.84
20140509,108.82,110.13,108.28,110.07,131092,40922,109.2
20140512,110.5,113.03,110.49,112.65,234363,42377,112.317
20140513,112.75,112.85,111.3,111.33,165814,33397,111.735
20140514,111.15,111.19,109.42,109.8,146240,38276,110.156
20140515,109.49,109.49,107.44,108.78,185494,57344,108.269
20140516,108.58,109.62,108.03,109.57,96082,33857,108.818
20140519,109.4,111.04,108.89,110.75,93731,24479,110.425
20140520,110.7,110.95,108.42,108.84,166693,49732,109.16
20140521,109.26,110.12,108.56,109.62,134302,37129,109.523
20140522,110.07,111.04,109.63,110.65,113723,28347,110.601
20140523,110.8,112.02,110.49,111.9,79430,23051,111.503
20140527,112.4,113.84,112.4,113.5,118123,28738,113.32
20140528,113.86,113.86,112.53,112.98,89340,26088,113.01
20140529,113.4,113.59,112.7,113.4,64558,21808,113.23
20140530,113.41,113.52,112.34,112.8,94765,27792,112.858
20140602,112.85,113.12,111.36,112.09,94661,31557,112.099
20140603,111.86,112.36,111.11,111.92,73644,23508,111.771
20140604,111.6,112.56,111.17,112.43,74378,22980,112.066
20140605,112.78,114.89,112.1,114.86,186438,48279,113.873
20140606,115,116.24,114.5,116.17,123509,32103,115.811
20140609,115.9,117.47,115.67,116.86,105357,31599,116.819
20140610,116.41,116.83,115.96,116.66,69285,23362,116.428
20140611,116.3,116.33,115.41,116.01,70737,21158,115.966
20140612,116.23,116.23,114.91,115.41,111659,30376,115.397
20140613,115.14,115.91,114.67,115.63,90033,27448,115.502
20140616,115.12,116.21,115.1,116.21,94312,24349,115.901
20140617,116.55,117.44,115.79,116.88,139284,38430,116.942
20140618,116.94,118,116.51,117.9,93374,27109,117.169
20140619,117.82,118.23,117.1,117.67,80048,27027,117.672
20140620,118.03,118.45,117.57,118.25,70164,19553,117.974
20140623,118.5,118.65,117.69,117.85,48876,18219,118.053
20140624,117.46,118.91,116.61,116.61,119873,33115,117.648
20140625,116.59,117.79,115.66,117.7,108071,33503,116.97
20140626,117.75,117.87,116.59,117.41,71685,26274,117.244
20140627,117.16,118.51,117.01,118.34,88488,24614,118.041
20140630,118.11,118.99,117.8,118.84,89676,27064,118.492
20140701,119.11,120.97,119.11,120.1,131415,40950,120.266
20140702,119.73,119.96,118.89,119.37,66878,21631,119.386
20140703,119.4,119.9,118.95,119.6,38072,11384,119.65
20140707,119.55,119.55,117.65,117.7,96737,29910,118.279
20140708,117.5,117.7,115.71,116.57,145446,42649,116.371
20140709,116.65,117.09,116.02,116.53,83860,26098,116.499
20140710,116.31,116.31,113.7,115.14,145880,39904,114.929
20140711,116,116,114.51,115.04,87193,24907,114.986
20140714,115.55,116.53,115.4,115.69,75950,20351,115.779
20140715,115.2,116,113.87,114.75,110497,37144,114.727
20140716,114.99,115.3,113.83,114,105936,33467,114.425
20140717,114,114.26,111.86,112.05,189814,47047,113.159
20140718,112.35,114.45,112.27,114.3,121958,32755,113.649
20140721,114.19,114.21,113.01,113.3,76254,23304,113.567
20140722,114.2,115.25,114.15,114.4,89290,24697,114.818
20140723,114.72,115.43,114.51,114.87,70653,22207,114.986
20140724,115,115.65,114.1,114.1,78077,23653,114.913
20140725,114.39,114.39,113.15,113.35,130590,26037,113.621
20140728,113.56,114.01,112.23,112.85,104168,23302,112.955
20140729,112.9,114.11,112.9,113.37,72568,21754,113.558
20140730,113.57,114.4,113.32,113.78,79493,23712,113.744
20140731,113.06,113.1,110.97,111.3,147036,37872,111.763
20140801,111.36,111.69,109.86,110.43,138018,39936,110.638
20140804,110.97,111.79,109.9,111.52,86395,22411,110.985
20140805,111.63,112.23,110.57,111.42,128882,30731,111.334
20140806,110.74,112.47,110.56,111.73,85887,22644,111.792
20140807,112.27,112.52,110.77,111.03,90497,28000,111.531
20140808,110.15,112.4,110.15,112.16,71047,21716,111.918
20140811,112.65,114.21,112.62,113.34,73143,22636,113.453
20140812,113.45,113.47,112.04,112.59,78001,23049,112.639
20140813,113.06,113.65,112.7,113.38,67511,16693,113.289
20140814,113.6,114.03,113.24,114.03,40506,13456,113.534
20140815,114.25,114.67,112.27,113.59,146087,35011,113.452
20140818,113.9,115.14,113.9,115,120373,17981,114.859
20140819,115.16,115.72,114.9,115.34,59598,15166,115.458
20140820,115.1,115.22,114.41,114.9,65120,17908,114.842
20140821,114.91,115.4,113.84,115.15,77342,20061,114.825
20140822,115.18,115.63,114.61,115.35,67021,20223,115.169
20140825,115.96,116.4,115.32,115.7,59238,16163,115.893
20140826,115.98,116.93,115.72,116.93,83363,21200,116.595
20140827,117,117.09,116.29,116.51,43147,13893,116.604
20140828,116,116.23,115.51,116.2,69535,15421,115.917
20140829,116.37,116.81,115.65,116.54,83479,18864,116.372
20140902,116.63,117.5,116.51,117.19,85596,25474,117.054
20140903,117.62,117.97,116.28,116.32,77509,20346,116.978
20140904,116.66,117.49,115.73,116.1,75838,20832,116.595
20140905,115.92,116.6,115.17,116.51,85297,19568,115.937
20140908,116.15,116.8,115.83,116.24,56998,17778,116.337
20140909,116.94,116.94,115,115.25,84450,24374,115.527
20140910,114.93,116.05,114.72,116.05,60999,14461,115.421
20140911,115.6,116.81,115.04,116.7,70049,21049,116.07
20140912,116.82,116.82,114.97,115.27,82790,23080,115.533
20140915,114.94,115.44,113.71,114.1,105919,28233,114.183
20140916,113.9,114.76,113.4,114.36,115922,30412,114.234
20140917,114.41,115.46,114.17,115.01,79633,24353,114.932
20140918,115.3,115.65,114.91,115.47,47767,15088,115.274
20140919,115.68,116.1,113.61,113.77,128874,33979,114.432
20140922,113.35,113.52,111.97,111.97,111732,30374,112.602
20140923,111.77,112.61,110.9,111.05,119805,30360,111.785
20140924,111.2,112.11,110.61,111.95,86559,25947,111.522
20140925,111.93,112.05,109.75,110.42,103264,33197,110.425
